Listing ID,Title,Type,Seller,Price,Quantity,Image URL 1,Image URL 2,Image URL 3,Brand,Model,MPN,Frame Color,Frame Material,Style,Features,Lens Color,Lens Technology,Lens Material,Department,Lens Socket Width,Eye,Bridge Width,Bridge,Vertical,Temple Length,Country/Region of Manufacture,UPC
2.84452E+11,Orgreen MAY DAY 465 Matte Electric Coral / Matte Black Titanium Eyeglasses 49mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/jtgAAOSwIEBhQYos/s-l1600.jpg,https://i.ebayimg.com/images/g/fhoAAOSwQcphQYou/s-l1600.jpg,https://i.ebayimg.com/images/g/5~oAAOSwh6FhQYov/s-l1600.jpg,Orgreen,Orgreen MAY DAY 465,,Red,Titanium,,,,,,Women,49 mm,,18 mm,,40 mm,130 mm,Japan,Does not apply
2.74947E+11,Orgreen ALDO 331 Matte Red / Matte Black Titanium Eyeglasses 54mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/444AAOSwGd5hQYr0/s-l1600.jpg,https://i.ebayimg.com/images/g/FJQAAOSw84ZhQYr1/s-l1600.jpg,https://i.ebayimg.com/images/g/TLYAAOSwQwRhQYr3/s-l1600.jpg,Orgreen,Orgreen ALDO 331,,Red,Titanium,Rectangular,,,,,Men,54 mm,,16 mm,,35 mm,138 mm,Japan,Does not apply
2.74964E+11,Tag Heuer 7605 007 TRACK Black Eyeglasses TH7605-007 56mm,Eyeglasses,SunRayCity Eyewear,US $239.00,1,https://i.ebayimg.com/images/g/AFYAAOSwdOxhUZh-/s-l1600.jpg,https://i.ebayimg.com/images/g/lkcAAOSwFEthUZiA/s-l1600.jpg,https://i.ebayimg.com/images/g/qMkAAOSw8PxhUZiC/s-l1600.jpg,TAG Heuer,7605 007,,Black,,Rectangle,Rectangular,,,,Unisex Adults,56 mm,,16 mm,,35 mm,146 mm,France,Does not apply
2.84468E+11,Tag Heuer 7605 002 TRACK Brown Orange Eyeglasses TH7605-002 56mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/6MwAAOSw1BlhUuDp/s-l1600.jpg,https://i.ebayimg.com/images/g/fOgAAOSwWIZhUuDr/s-l1600.jpg,https://i.ebayimg.com/images/g/Ms8AAOSwMVthUuDt/s-l1600.jpg,TAG Heuer,Tag Heuer Track,7605 002,Orange,,Rectangular,Rectangular,,,,Unisex Adults,56 mm,,16 mm,,35 mm,146 mm,France,Does not apply
2.74966E+11,DITA FEARLESS DRX 3038 B Amber Gold Eyeglasses DRX-3038-B-AMB 56mm,Eyeglasses,SunRayCity Eyewear,US $349.00,1,https://i.ebayimg.com/images/g/NWsAAOSwwmBhUuqM/s-l1600.jpg,https://i.ebayimg.com/images/g/NXIAAOSwwmBhUuqO/s-l1600.jpg,https://i.ebayimg.com/images/g/QjoAAOSwLW1hUuqQ/s-l1600.jpg,DITA,FEARLESS DRX 3038 B,DRX 3038 B,Tortoise,"Acetate, Metal",Cat Eye,"Cat Eye, Full Rim",,,,Women,56 mm,,17 mm,,49 mm,147 mm,Japan,8.12271E+11
2.74968E+11,Tag Heuer 823 011 AUTOMATIC Black White Eyeglasses TH823-01 52mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/dNMAAOSw-CRhVS8c/s-l1600.jpg,https://i.ebayimg.com/images/g/9LMAAOSwBIJhVS8d/s-l1600.jpg,https://i.ebayimg.com/images/g/ZvAAAOSwTbphVS8f/s-l1600.jpg,TAG Heuer,Tag Heuer AUTOMATIC,823 011,Black,"Metal, Plastic",Rectangular,Half Rim,,,,Unisex Adults,52 mm,,22 mm,,28 mm,142 mm,France,
2.84471E+11,Tag Heuer TRENDS 8210 005 Red Black Titanium Eyeglasses TH8210-005 55mm,Eyeglasses,SunRayCity Eyewear,US $279.00,1,https://i.ebayimg.com/images/g/daEAAOSwMEBhVTCI/s-l1600.jpg,https://i.ebayimg.com/images/g/MQsAAOSwWHBhVTCK/s-l1600.jpg,https://i.ebayimg.com/images/g/iP0AAOSwVMBhVTCM/s-l1600.jpg,TAG Heuer,Tag Heuer Trends,8210-005,Red,Titanium,Rectangular,Half Rim,,,,Unisex Adults,55 mm,,16 mm,,30 mm,140 mm,France,Does not apply
2.84472E+11,THOM BROWNE TB-810 Black Gold / Brown Sunglasses TB 810 56mm,Sunglasses,SunRayCity Eyewear,US $349.00,1,https://i.ebayimg.com/images/g/fCIAAOSwqGthVttY/s-l1600.jpg,https://i.ebayimg.com/images/g/7OkAAOSwHJBhVtta/s-l1600.jpg,https://i.ebayimg.com/images/g/2YoAAOSwU5JhVttc/s-l1600.jpg,Thom Browne,Thom Browne TBS810,TBS810-56-01,Black,"Plastic, Titanium",Aviator,Adjustable,Brown,Anti-Reflective,Plastic,Men,,56 mm,,20 mm,50 mm,145 mm,Japan,8.14981E+11
2.84474E+11,Orgreen CHARLEY 591 Matte Olive / Matte Peach Titanium Eyeglasses 53mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/fJcAAOSwyU1hWG4p/s-l1600.jpg,https://i.ebayimg.com/images/g/2GsAAOSwZHthWG4q/s-l1600.jpg,https://i.ebayimg.com/images/g/LNcAAOSwK8VhWG4s/s-l1600.jpg,Orgreen,Orgreen CHARLEY 591,CHARLEY 591,Green,Titanium,Rectangular,,,,,Women,53 mm,,17 mm,,40 mm,143 mm,Japan,Does not apply
2.74978E+11,Tag Heuer 27 Degree 6043 Black / Polarized Driving Brown Sunglasses TH6043 212,Sunglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/-6YAAOSwZzBhX3gh/s-l1600.jpg,https://i.ebayimg.com/images/g/oqQAAOSwAHFhX3gi/s-l1600.jpg,https://i.ebayimg.com/images/g/isgAAOSw~-xhX3gi/s-l1600.jpg,TAG Heuer,27 Degree,6043 212,Black,Plastic,Rectangular,,Brown,Polarized,Plastic,Men,,60 mm,,16 mm,47 mm,135 mm,France,3.70078E+12
2.84491E+11,MATSUDA Copper Brown Eyeglasses 14154 BE 47mm,Eyeglasses,SunRayCity Eyewear,US $169.00,1,https://i.ebayimg.com/images/g/7v0AAOSwd9Rhau5O/s-l1600.jpg,https://i.ebayimg.com/images/g/wgcAAOSwuUthau5R/s-l1600.jpg,https://i.ebayimg.com/images/g/0~EAAOSwFyphau5S/s-l1600.jpg,Matsuda,MATSUDA 14154 BE,14154 BE,Brown,Metal,Rectangular,Full Rim,,,,Unisex Adults,47 mm,,21 mm,,25 mm,140 mm,Japan,
2.84492E+11,Tom Ford CHARLES 035 OBR Black / Gray Sunglasses TF035 0BR 62mm,Sunglasses,SunRayCity Eyewear,US $299.00,1,https://i.ebayimg.com/images/g/45MAAOSw0uZhbBGg/s-l1600.jpg,https://i.ebayimg.com/images/g/QkgAAOSwKmFhbBGi/s-l1600.jpg,https://i.ebayimg.com/images/g/4sQAAOSwdhNhbBGl/s-l1600.jpg,Tom Ford,Tom Ford CHARLES,035 0BR,Black,,Aviator,,Gray,,Polycarbonate,Men,,62 mm,,12 mm,50 mm,130 mm,Italy,6.64689E+11
2.74989E+11,Tag Heuer 27 Degree 6043 107 White / Gray Sunglasses TH6043 107 60mm,Sunglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/mmcAAOSwzeFhbBZQ/s-l1600.jpg,https://i.ebayimg.com/images/g/nMUAAOSwy7thbBZR/s-l1600.jpg,https://i.ebayimg.com/images/g/kkQAAOSwX8xhbBZT/s-l1600.jpg,TAG Heuer,Tag Heuer 27 Degree,27 Degree 6043 107,White,Plastic,Aviator,,Gray,,Plastic,Men,,60 mm,,16 mm,50 mm,135 mm,France,
2.75004E+11,Bolle Eyewear RX Repair Kit 2006,Repair Kit,SunRayCity Eyewear,US $19.99,1,https://i.ebayimg.com/images/g/6ZUAAOSwJxdhef5e/s-l1600.jpg,https://i.ebayimg.com/images/g/2eEAAOSwC-Nhef5h/s-l1600.jpg,https://i.ebayimg.com/images/g/89wAAOSwYoJhef5i/s-l1600.jpg,Bollé,Eyewear,742200072,,,,,,,,,,,,,,,,54917249380
2.84511E+11,VUARNET Matte & Shiny Black / Green PX 3000 Sunglasses VL 1306 P00A 1121 58mm,Sunglasses,SunRayCity Eyewear,US $189.00,1,https://i.ebayimg.com/images/g/DWQAAOSw1ZdhfmWZ/s-l1600.jpg,https://i.ebayimg.com/images/g/qH8AAOSwtSBhfmWc/s-l1600.jpg,https://i.ebayimg.com/images/g/orUAAOSwJGlhfmWd/s-l1600.jpg,Vuarnet,1306,VL 1306 P00A,Black,Plastic,Aviator,,Green,,Glass,Men,,58 mm,,14 mm,51 mm,135 mm,France,3.70057E+12
2.84513E+11,FLEXON Bridge 475 035 Steel Eyeglasses 51mm Marchon,Eyeglasses,SunRayCity Eyewear,US $69.00,1,https://i.ebayimg.com/images/g/LboAAOSwVPBejLhX/s-l1600.jpg,https://i.ebayimg.com/images/g/tosAAOSw1PNejLhY/s-l1600.jpg,https://i.ebayimg.com/images/g/6QYAAOSweVZejLhZ/s-l1600.jpg,Flexon,FLEXON Bridge,475 035,Silver,"Metal, Plastic",Rectangular,,,,,Unisex Adults,51 mm,,18 mm,,25 mm,140 mm,China,7.50667E+11
2.84519E+11,Vuarnet GLACIER 1315 White Silver/ Green VL SKILYNX 131500207184 Sunglasses 57mm,Sunglasses,SunRayCity Eyewear,US $529.00,1,https://i.ebayimg.com/images/g/pUYAAOSwjnphhxtT/s-l1600.jpg,https://i.ebayimg.com/images/g/4NEAAOSw2c9hhxtU/s-l1600.jpg,https://i.ebayimg.com/images/g/XAgAAOSwh2lhhxtV/s-l1600.jpg,Vuarnet,Vuarnet GLACIER,VL 1315 0020 7184,Silver,"Leather, Metal",Aviator,,Green,,Glass,Men,,57 mm,,17 mm,45 mm,140 mm,France,3.70057E+12
2.75018E+11,Vuarnet GLACIER 1315 Blue Silver / Green VL SKILYNX 131500197184 Sunglasses 57mm,Sunglasses,SunRayCity Eyewear,US $529.00,1,https://i.ebayimg.com/images/g/qUQAAOSwjqNhhxx2/s-l1600.jpg,https://i.ebayimg.com/images/g/5O4AAOSwUTNhhxx3/s-l1600.jpg,https://i.ebayimg.com/images/g/pp0AAOSwwvhhhxx4/s-l1600.jpg,Vuarnet,Vuarnet GLACIER,VL 131500197184,White,"Leather, Metal",Aviator,,Green,,Glass,Men,,57 mm,,17 mm,45 mm,140 mm,France,3.70057E+12
2.84519E+11,Vuarnet EDGE 1614 Black / Bronze Flashed VL 1614 0002 2129 Sunglasses 53mm,Sunglasses,SunRayCity Eyewear,US $299.00,1,https://i.ebayimg.com/images/g/ztUAAOSwIcFhhx-Q/s-l1600.jpg,https://i.ebayimg.com/images/g/NBkAAOSwGGJhhx-R/s-l1600.jpg,https://i.ebayimg.com/images/g/jmgAAOSw5xRhhx-S/s-l1600.jpg,Vuarnet,EDGE,VL161400022129,Black,Metal,Aviator,,Brown,,Glass,Men,,53 mm,,18 mm,45 mm,145 mm,France,3.70057E+12
2.75018E+11,Vuarnet EDGE 1614 Black Silver / Green VL 1614 0001 1121 Sunglasses 53mm,Sunglasses,SunRayCity Eyewear,US $299.00,1,https://i.ebayimg.com/images/g/YLgAAOSwz-phhyCg/s-l1600.jpg,https://i.ebayimg.com/images/g/QgAAAOSw2qFhhyCi/s-l1600.jpg,https://i.ebayimg.com/images/g/9MwAAOSwKhJhhyCj/s-l1600.jpg,Vuarnet,EDGE,VL161400011121,Black,Metal,Aviator,,Green,,Glass,Men,,53 mm,,18 mm,45 mm,145 mm,France,3.70057E+12
2.84536E+11,Orgreen COURTNEY 679 Matte Aqua / Sandblasted Gold Titanium Eyeglasses 52mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/AHkAAOSwkzdhmQn5/s-l1600.jpg,https://i.ebayimg.com/images/g/8VYAAOSwModhmQn7/s-l1600.jpg,https://i.ebayimg.com/images/g/AH8AAOSwkzdhmQn8/s-l1600.jpg,Orgreen,Orgreen COURTNEY 679,,Green,Titanium,Rectangle,Rectangular,,,,Women,52 mm,,16 mm,,35 mm,131 mm,Japan,5.71103E+12
2.75035E+11,Bolle 5th Element / Aeromax Sunglasses Matte Black Nose Piece 50830,Nose Pads,SunRayCity Eyewear,US $39.99,1,https://i.ebayimg.com/images/g/pwIAAOSwm5BhmRil/s-l1600.jpg,https://i.ebayimg.com/images/g/vhoAAOSwsX5hmRin/s-l1600.jpg,,Bollé,,50830,,,,,,,,Men,,,,,,,Italy,54917324261
2.75035E+11,Bolle 50768 The One / Messenger Cycling Helmet Black Led Cap 054917321260,Helmet cap,SunRayCity Eyewear,US $19.99,1,https://i.ebayimg.com/images/g/orUAAOSwYCRhmSAQ/s-l1600.jpg,https://i.ebayimg.com/images/g/02oAAOSw2l1hmSAS/s-l1600.jpg,,Bolle,50768,,,,Hardshell,,,,,Unisex Adults,,,,,,,China,54917321260
2.75036E+11,Serengeti 8423 Brera / Verdi Screw and Washer Kit 8423SP,Temple tips,SunRayCity Eyewear,US $19.99,1,https://i.ebayimg.com/images/g/TOwAAOSwwy9hmaGX/s-l1600.jpg,https://i.ebayimg.com/images/g/y0EAAOSwPBNhmaGY/s-l1600.jpg,,Serengeti,,8423SP,,,,,,,,Men,,,,,,,Italy,7.26644E+11
2.75036E+11,Serengeti 8055 ISOLA Satin Dark Metal Replacement Hinge Kit 8055SP,Temple tips,SunRayCity Eyewear,US $39.99,1,https://i.ebayimg.com/images/g/Kk4AAOSw5hNhmaL-/s-l1600.jpg,https://i.ebayimg.com/images/g/CigAAOSw5HxhmaL~/s-l1600.jpg,,Serengeti,,8055SP,,,,,,,,Men,,,,,,,Italy,7.26644E+11
2.84538E+11,Orgreen THELMA 428 Matte Black / Matte Clay Titanium Eyeglasses 53mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/rtAAAOSwblZhml4x/s-l1600.jpg,https://i.ebayimg.com/images/g/7WAAAOSwmRthml4y/s-l1600.jpg,https://i.ebayimg.com/images/g/1WEAAOSwg1phml4z/s-l1600.jpg,Orgreen,Orgreen THELMA,THELMA 428,Black,Titanium,Rectangular,Full Rim,,,,Women,53 mm,,16 mm,,40 mm,135 mm,Japan,Does not apply
2.75036E+11,Orgreen CROWN 406 Matte Gray / Matte Dusty Red Titanium Eyeglasses 52mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/hpUAAOSw5x9hml8Z/s-l1600.jpg,https://i.ebayimg.com/images/g/h9IAAOSwaYdhml8a/s-l1600.jpg,https://i.ebayimg.com/images/g/FZIAAOSw-PJhml8c/s-l1600.jpg,Orgreen,Orgreen CROWN 406,CROWN 406,Gray,Titanium,Rectangular,,,,,Unisex Adults,52 mm,,19 mm,,40 mm,140 mm,Japan,Does not apply
2.75036E+11,Orgreen CONNAISSEUR 350 Matte Gray / Matte Mint Titanium Eyeglasses 50mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/DpUAAOSwUwhhmncu/s-l1600.jpg,https://i.ebayimg.com/images/g/GXcAAOSwi8thmncv/s-l1600.jpg,https://i.ebayimg.com/images/g/DAkAAOSwwbNhmncx/s-l1600.jpg,Orgreen,Orgreen CONNAISSEUR 350,CONNAISSEUR 350,Gray,Titanium,Oval,Full Rim,,,,Women,50 mm,,19 mm,,40 mm,140 mm,Japan,Does not apply
2.84538E+11,Orgreen AVA 577 Matte Electric Coral / Sandblasted Titanium Eyeglasses 51mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/UOkAAOSwqUFhmn1c/s-l1600.jpg,https://i.ebayimg.com/images/g/xhkAAOSwOtRhmn1d/s-l1600.jpg,https://i.ebayimg.com/images/g/mBgAAOSwao5hmn1f/s-l1600.jpg,Orgreen,Orgreen AVA 577,AVA 577,Red,Titanium,Cat Eye,,,,,Women,51 mm,,20 mm,,38 mm,137 mm,Japan,Does not apply
2.75038E+11,Orgreen OLDMAN 478 Matte Gray / Matte Eggplant Titanium Eyeglasses 49mm,Eyeglasses,SunRayCity Eyewear,US $249.00,1,https://i.ebayimg.com/images/g/C-kAAOSwl3xf0FCq/s-l1600.jpg,https://i.ebayimg.com/images/g/GCYAAOSwBSpf0FCq/s-l1600.jpg,,Orgreen,Orgreen OLDMAN,OLDMAN 478,Gray,Titanium,Square,,,,,Unisex Adults,49 mm,,21 mm,,39 mm,147 mm,Japan,Does not apply
2.75038E+11,Orgreen OBSERVER 580 Matte Plum / Sandblasted Titanium Eyeglasses 49mm,Eyeglasses,SunRayCity Eyewear,US $249.00,1,https://i.ebayimg.com/images/g/fREAAOSwU39f-jmU/s-l1600.jpg,https://i.ebayimg.com/images/g/rEYAAOSwFNRf-jmV/s-l1600.jpg,https://i.ebayimg.com/images/g/7EMAAOSwu3df-jmW/s-l1600.jpg,Orgreen,Orgreen OBSERVER,OBSERVER 580,Purple,Titanium,Oval,,,,,Women,49 mm,,19 mm,,44 mm,134 mm,Japan,Does not apply
2.8454E+11,Orgreen CROWN 403 Matte Black / Sandblasted Titanium 52mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/0AMAAOSwgmFe5sG2/s-l1600.jpg,https://i.ebayimg.com/images/g/ZTAAAOSwXGVe5sG4/s-l1600.jpg,https://i.ebayimg.com/images/g/HggAAOSwO3pe5sG5/s-l1600.jpg,Orgreen,Orgreen CROWN,CROWN 403,Black,Titanium,Rectangular,,,,,Men,52 mm,,19 mm,,40 mm,140 mm,Japan,Does not apply
2.75038E+11,Orgreen VISIONAIRE 526 Matte Charcoal Gray / Sandblasted Eyeglasses 49mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/wkQAAOSwJJRfb3cC/s-l1600.jpg,https://i.ebayimg.com/images/g/ZXwAAOSwx~dfb3cD/s-l1600.jpg,https://i.ebayimg.com/images/g/tOYAAOSwYMxfb3cE/s-l1600.jpg,Orgreen,Orgreen VISIONAIRE,VISIONAIRE 526,Gray,Titanium,Round,,,,,Men,49 mm,,21 mm,,45 mm,134 mm,Japan,Does not apply
2.84543E+11,Tom Ford JAMESON 752 01A Shiny Black / Gray Sunglasses TF752 01A 52mm,Sunglasses,SunRayCity Eyewear,US $239.00,1,https://i.ebayimg.com/images/g/LbYAAOSwC2VhemgT/s-l1600.jpg,https://i.ebayimg.com/images/g/02kAAOSwphhhemgV/s-l1600.jpg,https://i.ebayimg.com/images/g/pIwAAOSwslxhemgX/s-l1600.jpg,Tom Ford,Tom Ford Jameson,FT0752-N,Black,Plastic,Round,,Gray,"Anti-Reflective, Tinted, Polarized",Plastic,Men,,52 mm,,21 mm,47 mm,145 mm,Italy,8.89214E+11
2.84546E+11,Orgreen HANZO 327 Matte Purple Black / Matte Rose Titanium Eyeglasses 58mm,Eyeglasses,SunRayCity Eyewear,US $199.00,1,https://i.ebayimg.com/images/g/Yd0AAOSwt8Nfb6-F/s-l1600.jpg,https://i.ebayimg.com/images/g/nG4AAOSwvN1fb6-G/s-l1600.jpg,https://i.ebayimg.com/images/g/vGAAAOSwcNJfb6-H/s-l1600.jpg,Orgreen,Orgreen HANZO 327,HANZO 327,Purple,Titanium,Rectangular,"Full Rim, Rectangular",,,,Unisex Adults,58 mm,,14 mm,,35 mm,137 mm,Japan,Does not apply
2.75081E+11,Barton Perreira KEMP Black Pewter Eyeglasses BLA PEW Asian Fit 47mm,Eyeglasses,SunRayCity Eyewear,US $169.00,1,https://i.ebayimg.com/images/g/plkAAOSwZXthyiS1/s-l1600.jpg,https://i.ebayimg.com/images/g/FF0AAOSwwC9hyiS3/s-l1600.jpg,https://i.ebayimg.com/images/g/330AAOSwjyJhyiS5/s-l1600.jpg,Barton Perreira,Barton Perreira KEMP,KEMP BLA PEW,Black,"Acetate, Metal",Full Rim,Square,,,,Unisex Adults,47 mm,,21 mm,,40 mm,145 mm,Japan,
2.84585E+11,Tom Ford 5666 074 Light Gold / Blue Block Eyeglasses TF5666 074 52mm,Eyeglasses,SunRayCity Eyewear,US $249.00,1,https://i.ebayimg.com/images/g/w4EAAOSwPIdhyiXR/s-l1600.jpg,https://i.ebayimg.com/images/g/bB4AAOSwj8ZhyiXS/s-l1600.jpg,https://i.ebayimg.com/images/g/ODMAAOSwst9hyiXT/s-l1600.jpg,Tom Ford,Tom Ford 5666,,Gold,Metal,Aviator,Full Rim,,,,Unisex Adults,52 mm,,17 mm,,47 mm,145 mm,Italy,8.89214E+11
2.84588E+11,Tom Ford 5307 001 Black & Gold Eyeglasses TF5307 001 52mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/cDQAAOSwI8thzY~f/s-l1600.jpg,https://i.ebayimg.com/images/g/StMAAOSwznZhzY~h/s-l1600.jpg,https://i.ebayimg.com/images/g/XA8AAOSwHkhhzY~j/s-l1600.jpg,Tom Ford,Tom Ford 5307,5307 001,Multicolor,"Acetate, Metal",Rectangle,Full Rim,,,,Unisex Adults,52 mm,,17 mm,,36 mm,145 mm,Italy,6.6469E+11
2.75085E+11,Tag Heuer 8007 005 TRENDS Matte Red Black Eyeglasses 8007-005 56mm,Eyeglasses,SunRayCity Eyewear,US $299.00,1,https://i.ebayimg.com/images/g/7DwAAOSwAa9hzyf7/s-l1600.jpg,https://i.ebayimg.com/images/g/W-oAAOSwzSlhzyf9/s-l1600.jpg,https://i.ebayimg.com/images/g/cJgAAOSwntNhzyf~/s-l1600.jpg,TAG Heuer,8007-005 TRENDS,8007 005,Red,"Plastic, Titanium",Rectangle,Full Rim,,,,Unisex Adults,56 mm,,16 mm,,27 mm,140 mm,France,
2.75087E+11,Tom Ford 5307 005 Black Gold Havana Eyeglasses TF5307 005 52mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/6KUAAOSweK9h0IEb/s-l1600.jpg,https://i.ebayimg.com/images/g/FpkAAOSwidVh0IEc/s-l1600.jpg,https://i.ebayimg.com/images/g/KlcAAOSwR7Bh0IEe/s-l1600.jpg,Tom Ford,5307 005,,Havana,"Acetate, Metal",Rectangular,Full Rim,,,,Unisex Adults,52 mm,,17 mm,,36 mm,145 mm,Italy,6.6469E+11
2.75088E+11,Tom Ford JENNIFER TF8 199 Black & Gunmetal / Gray Sunglasses FT008 199 61mm,Sunglasses,SunRayCity Eyewear,US $239.00,1,https://i.ebayimg.com/images/g/DVQAAOSwRJth0dRJ/s-l1600.jpg,https://i.ebayimg.com/images/g/HA0AAOSwo25h0dRL/s-l1600.jpg,https://i.ebayimg.com/images/g/gmUAAOSwTf9h0dRN/s-l1600.jpg,Tom Ford,Tom Ford JENNIFER,008 199,Black,Acetate,Butterfly,,Gray,,Plastic,Women,,61 mm,,16 mm,45 mm,120 mm,Italy,6.64689E+11
2.75108E+11,Orgreen COUGAR 105 Shiny Gold / Matte White Titanium Eyeglasses 56mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/MZ4AAOSwvDJe7JTd/s-l1600.jpg,https://i.ebayimg.com/images/g/proAAOSw3npe7JTe/s-l1600.jpg,https://i.ebayimg.com/images/g/ifwAAOSw3hBe7JTf/s-l1600.jpg,Orgreen,Orgreen COUGAR,COUGAR 105,Gold,Titanium,Rectangular,Full Rim,,,,Men,56 mm,,14 mm,,30 mm,135 mm,Japan,Does not apply
2.8464E+11,Tom Ford 5307 053 Havana & Silver Eyeglasses TF5307 053 52mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/8y8AAOSw~i1h~pch/s-l1600.jpg,https://i.ebayimg.com/images/g/Mf8AAOSwVbRh~pci/s-l1600.jpg,https://i.ebayimg.com/images/g/0GkAAOSwHjFh~pck/s-l1600.jpg,Tom Ford,Tom Ford 5307,5307 053,Havana,"Acetate, Metal",Rectangular,Full Rim,,,,Unisex Adults,52 mm,,17 mm,,36 mm,145 mm,Italy,6.6469E+11
2.75175E+11,DITA EDINBURGH DRX 2026-A Shiny Black Eyeglasses 2026 A 52mm,Eyeglasses,SunRayCity Eyewear,US $449.00,1,https://i.ebayimg.com/images/g/NK8AAOSwdLdiEQw~/s-l1600.jpg,https://i.ebayimg.com/images/g/NH4AAOSwasxiEQxA/s-l1600.jpg,https://i.ebayimg.com/images/g/3PoAAOSwn~liEQxC/s-l1600.jpg,DITA,DITA EDINBURGH,DRX 2026-A,Black,Acetate,Rectangular,Full Rim,,,,Unisex Adults,52 mm,,18 mm,,34 mm,147 mm,Japan,Does not apply
2.75175E+11,DITA EDINBURGH DRX 2026-C Shiny Black Clear Eyeglasses 2026 C 52mm,Eyeglasses,SunRayCity Eyewear,US $449.00,1,https://i.ebayimg.com/images/g/gHYAAOSw9YxiEQ1m/s-l1600.jpg,https://i.ebayimg.com/images/g/KlgAAOSwlaBiEQ1o/s-l1600.jpg,https://i.ebayimg.com/images/g/FYcAAOSwI5piEQ1q/s-l1600.jpg,DITA,DITA EDINBURGH,DRX 2026-C,Multicolor,Acetate,Rectangular,Full Rim,,,,Unisex Adults,52 mm,,18 mm,,34 mm,147 mm,Japan,Does not apply
2.75175E+11,DITA EDINBURGH DRX 2026-B Dark Tortoise Brown Eyeglasses 2026 B 52mm,Eyeglasses,SunRayCity Eyewear,US $449.00,1,https://i.ebayimg.com/images/g/mocAAOSwGJpiERBf/s-l1600.jpg,https://i.ebayimg.com/images/g/FTkAAOSwfZBiERBh/s-l1600.jpg,https://i.ebayimg.com/images/g/YJ0AAOSw4AFiERBj/s-l1600.jpg,DITA,DITA EDINBURGH,DRX 2026-B,Tortoise,Acetate,Rectangular,Full Rim,,,,Unisex Adults,52 mm,,18 mm,,34 mm,147 mm,Japan,Does not apply
2.84701E+11,Tom Ford 5542 B 001 Shiny Black Eyeglasses TF5542-B 001 50mm,Eyeglasses,SunRayCity Eyewear,US $229.00,1,https://i.ebayimg.com/images/g/y1EAAOSwgKtiLmno/s-l1600.jpg,https://i.ebayimg.com/images/g/auAAAOSwRT9iLmnq/s-l1600.jpg,https://i.ebayimg.com/images/g/yhsAAOSwjv5iLmnr/s-l1600.jpg,Tom Ford,TF5542-B 001,,Black,Acetate,Rectangle,"Full Rim, Rectangular",,,,Unisex Adults,50 mm,,22 mm,,40 mm,145 mm,Italy,6.6469E+11
2.75229E+11,Tag Heuer 7604 001 Track Black Red Eyeglasses 7604-001 56mm,Eyeglasses,SunRayCity Eyewear,US $359.00,1,https://i.ebayimg.com/images/g/Ti0AAOSwoZFiO6BE/s-l1600.jpg,https://i.ebayimg.com/images/g/CjYAAOSw4VViO6BG/s-l1600.jpg,https://i.ebayimg.com/images/g/Fv8AAOSwe6RiO6BH/s-l1600.jpg,TAG Heuer,7604-001,,Black,Plastic,Rectangle,"Full Rim, Rectangular",,,,Unisex Adults,56 mm,,14 mm,,33 mm,145 mm,France,
2.84729E+11,Tag Heuer 7621 001 TRACK Matte Black Eyeglasses 7621-001 53mm,Eyeglasses,SunRayCity Eyewear,US $399.00,1,https://i.ebayimg.com/images/g/f1gAAOSwpZ5iQMTz/s-l1600.jpg,https://i.ebayimg.com/images/g/0TIAAOSwSyhiQMTz/s-l1600.jpg,https://i.ebayimg.com/images/g/wcMAAOSwtu5iQMT0/s-l1600.jpg,TAG Heuer,7621 001,,Black,,Half Rim,"Half Frame, Rectangular",,,,Unisex Adults,53 mm,,17 mm,,29 mm,145 mm,France,
